##a:7 ##id: vfli
##1: 0,0
5,-7
4,-6
3,-5
2,-4
1,-3
0,-2
21,-4
20,-3
19,-2
18,-1
17,0
16,-10
15,-9
14,-8
13,-7
12,-6
11,-5
10,-4
9,-3
8,-2
7,-1
6,0
5,-10
4,-9
3,-8
2,-7
1,-6
0,-5
21,-10
20,-9
19,-8
18,-7
17,-6
16,-5
15,-4
14,-3
13,-2
12,-1
11,0
10,-10
9,-9
8,-8
7,-7
6,-6
5,-5
4,-4
3,-3
2,-2
1,-1
0,0
21,-4
20,-3
19,-2
18,-1
17,0
16,-10
15,-9
14,-8
13,-7
12,-6
11,-5
10,-4
9,-3
8,-2
7,-1
6,0
5,-10
4,-9
3,-8
2,-7
1,-6
0,-5
21,-4
20,-3
19,-2
18,-1
17,0
16,-10
15,-9
14,-8
13,-7
12,-6
11,-5
10,-4
9,-3
8,-2
7,-1
6,0
5,-10
4,-9
3,-8
2,-7
1,-6
0,-5
21,-10
20,-9
19,-8
18,-7
17,-6
16,-5
15,-4
14,-3
13,-2
12,-1
11,0
10,-10
9,-9
8,-8
7,-7
6,-6
5,-5
4,-4
3,-3
2,-2
1,-1
0,0
21,5
20,-5
19,-4
18,-3
17,-2
16,-1
15,0
14,-10
13,-9
12,-8
11,-7
10,-6
9,-5
8,-4
7,-3
6,-2
5,-1
4,0
3,-10
2,-9
1,-8
0,-7
21,-22
20,-21
19,-20
18,-19
17,-18
16,-17
15,-16
14,-15
13,-14
12,-13
11,-12
10,-11
9,-10
8,-9
7,-8
6,-7
5,-6
4,-5
3,-4
2,-3
1,-2
0,-1
21,-5
20,-4
19,-3
18,-2
17,-1
16,0
15,-10
14,-9
13,-8
12,-7
11,-6
10,-5
9,-4
8,-3
7,-2
6,-1
5,0
4,-10
3,-9
2,-8
1,-7
0,-6
21,-15
20,-14
19,-13
18,-12
17,-11
16,-10
15,-9
14,-8
13,-7
12,-6
11,-5
10,-4
9,-3
8,-2
7,-1
6,0
5,-10
4,-9
3,-8
2,-7
1,-6
0,-5
21,-4
20,-3
19,-2
18,-1
17,0
16,-10
15,-9
14,-8
13,-7
12,-6
11,-5
10,-4
9,-3
8,-2
7,-1
6,0
5,-10
4,-9
3,-8
2,-7
1,-6
0,-5
21,-4
20,-3
19,-2
18,-1
17,0
16,-10
15,-9
14,-8
13,-7
12,-6
11,-5
10,-4
9,-3
8,-2
7,-1
6,0
5,-10
4,-9
3,-8
2,-7
1,-6
0,-5
21,-4
20,-3
19,-2
18,-1
17,0
16,-10
15,-9
14,-8
13,-7
12,-6
11,-5
10,-4
9,-3
8,-2
7,-1
6,0
5,-10
4,-9
3,-8
2,-7
1,-6
0,-5
21,-4
20,-3
19,-2
18,-1
17,0
16,-10
15,-9
14,-8
13,-7
12,-6
11,-5
10,-4
9,-3
8,-2
7,-1
6,0
5,-10
4,-9
3,-8
2,-7
1,-6
0,-5
21,-4
20,-3
19,-2
18,-1
17,0
16,-10
15,-9
14,-8
13,-7
12,-6
11,-5
10,-4
9,-3
8,-2
7,-1
6,0
5,-10
4,-9
3,-8
2,-7
1,-6
0,-5
21,-10
20,-9
19,-8
18,-7
17,-6
16,-5
15,-4
14,-3
13,-2
12,-1
11,0
10,-10
9,-9
8,-8
7,-7
6,-6
5,-5
4,-4
3,-3
2,-2
1,-1
0,0
21,-4
20,-3
19,-2
18,-1
17,0
16,-10
15,-9
14,-8
13,-7
12,-6
11,-5
10,-4
9,-3
8,-2
7,-1
6,0
5,-10
4,-9
3,-8
2,-7
1,-6
0,-5
21,-4
20,-3
19,-2
18,-1
17,0
16,-10
15,-9
14,-8
13,-7
12,-6
11,-5
10,-4
9,-3
8,-2
7,-1
6,0
5,-10
4,-9
3,-8
2,-7
1,-6
0,-5
21,-4
20,-3
19,-2
18,-1
17,0
16,-10
15,-9
14,-8
13,-7
12,-6
11,-5
10,-4
9,-3
8,-2
7,-1
6,0
5,-10
4,-9
3,-8
2,-7
1,-6
0,-5
21,0
20,-10
19,-9
18,-8
17,-7
16,-6
15,-5
14,-4
13,-3
12,-2
11,-1
10,0
9,-10
8,-9
7,-8
6,-7
5,-6
4,-5
3,-4
2,-3
1,-2
0,-1
21,-11
20,-10
19,-9
18,-8
17,-7
16,-6
15,-5
14,-4
13,-3
12,-2
11,-1
10,0
9,-10
8,-9
7,-8
6,-7
5,-6
4,-5
3,-4
2,-3
1,-2
0,-1
21,2
20,-8
19,-7
18,-6
17,-5
16,-4
15,-3
14,-2
13,-1
12,0
11,-10
10,-9
9,-8
8,-7
7,-6
6,-5
5,-4
4,-3
3,-2
2,-1
1,0
0,-10
21,-26
20,-25
19,-24
18,-23
17,-22
16,-21
15,-20
14,-19
13,-18
12,-17
11,-16
10,-15
9,-14
8,-13
7,-12
6,-11
5,-10
4,-9
3,-8
2,-7
1,-6
0,-5
21,-4
20,-3
19,-2
18,-1
17,0
16,-10
15,-9
14,-8
13,-7
12,-6
11,-5
10,-4
9,-3
8,-2
7,-1
6,0
5,-10
4,-9
3,-8
2,-7
1,-6
0,-5
21,-4
20,-3
19,-2
18,-1
17,0
16,-10
15,-9
14,-8
13,-7
12,-6
11,-5
10,-4
9,-3
8,-2
7,-1
6,0
5,-10
4,-9
3,-8
2,-7
1,-6
0,-5
21,-15
20,-14
19,-13
18,-12
17,-11
16,-10
15,-9
14,-8
13,-7
12,-6
11,-5
10,-4
9,-3
8,-2
7,-1
6,0
5,-10
4,-9
3,-8
2,-7
1,-6
0,-5
21,-4
20,-3
19,-2
18,-1
17,0
16,-10
15,-9
14,-8
13,-7
12,-6
11,-5
10,-4
9,-3
8,-2
7,-1
6,0
5,-10
4,-9
3,-8
2,-7
1,-6
0,-5
21,-3
20,-2
19,-1
18,0
17,-10
16,-9
15,-8
14,-7
13,-6
12,-5
11,-4
10,-3
9,-2
8,-1
7,0
6,-10
5,-9
4,-8
3,-7
2,-6
1,-5
0,-4
21,2
20,-8
19,-7
18,-6
17,-5
16,-4
15,-3
14,-2
13,-1
12,0
11,-10
10,-9
9,-8
8,-7
7,-6
6,-5
5,-4
4,-3
3,-2
2,-1
1,0
0,-10
21,-24
20,-23
19,-22
18,-21
17,-20
16,-19
15,-18
14,-17
13,-16
12,-15
11,-14
10,-13
9,-12
8,-11
7,-10
6,-9
5,-8
4,-7
3,-6
2,-5
1,-4
0,-3
21,-4
20,-3
19,-2
18,-1
17,0
16,-10
15,-9
14,-8
13,-7
12,-6
11,-5
10,-4
9,-3
8,-2
7,-1
6,0
5,-10
4,-9
3,-8
2,-7
1,-6
0,-5
21,-2
20,-1
19,0
18,-10
17,-9
16,-8
15,-7
14,-6
13,-5
12,-4
11,-3
10,-2
9,-1
8,0
7,-10
6,-9
5,-8
4,-7
3,-6
2,-5
1,-4
0,-3
21,4
20,-6
19,-5
18,-4
17,-3
16,-2
15,-1
14,0
13,-10
12,-9
11,-8
10,-7
9,-6
8,-5
7,-4
6,-3
5,-2
4,-1
3,0
2,-10
1,-9
0,-8
21,-17
20,-16
19,-15
18,-14
17,-13
16,-12
15,-11
14,-10
13,-9
12,-8
11,-7
10,-6
9,-5
8,-4
7,-3
6,-2
5,-1
4,0
3,-10
2,-9
1,-8
0,-7
21,-5
20,-4
19,-3
18,-2
17,-1
16,0
15,-10
14,-9
13,-8
12,-7
11,-6
10,-5
9,-4
8,-3
7,-2
6,-1
5,0
4,-10
3,-9
2,-8
1,-7
0,-6
21,-1
20,0
19,-10
18,-9
17,-8
16,-7
15,-6
14,-5
13,-4
12,-3
11,-2
10,-1
9,0
8,-10
7,-9
6,-8
5,-7
4,-6
3,-5
2,-4
1,-3
##2: -0.069,0.444,0.6874,-0.0243,-0.7502,-0.009,0.8645,-0.6445,-0.4627,-0.0573,-0.6129,-0.6751,0.9144,0.0557,-0.0337,-0.0604,0.3783,-0.6109,0.7711,-0.742,0.5991,0.7243,0.3487,-0.4298,-0.2756
-1.8998,0.2924,-0.2734,1.9582,-0.486,-1.7421,0.9286,0.8179,-0.3824,0.6387,-0.3915,0.0495,0.1241,1.2376,-2.1533,0.3796,0.9311,0.7142,-0.5671,0.6001,0.129,-1.0295,0.1903,-0.9363,0.3858
0.2471, 0.0326, -0.3754, 1.1062, -0.6863, -0.5179, -0.4523, 0.0487, -0.7907, 0.5302, 0.9023, -0.0687, -0.0112, -0.5398, -0.4197, 0.1308, 0.3387, -0.5001, -0.1394, 0.665, 0.4766, -0.9803, 0.3153, 0.5425, 0.8464
##3: -1.9926,0.5037,0.6154,2.4143,0.0815,-1.8272,0.2368,-0.6456,0.3045,1.3255,0.5201,-0.0052,-0.0863,1.013,-2.155,0.5107,0.5858,-0.7916,0.7199,-0.6023,-0.5031,-0.7054,-0.2333,-0.6157,0.2655,-0.0168
##4: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
##5: 1100
##6: 0.4856,-0.2843,0.9037,-0.0532,0.2495,0.8089,2.9451,0.6791,1.675,-0.7409,-0.4634,65.4739,0.6535,-0.7552,-0.9165,0.3781,42.1879,-0.1021,-0.0277,1.1134,-0.0175,-4.6389,-0.6112,-0.0938,0.6145
-0.5531,1.6169,0.9256,0.0128,-0.9994,0.7291,1.7522,-0.124,-0.7931,1.7371,0.0931,0.8994,-0.9262,-0.1893,0.4587,-0.7491,-0.8839,0.141,-2.3245,-0.191,-0.3898,-0.0406,0.1817,-0.3049,-9.6489
-0.6816, -1.5541, 0.2282, 0.6993, -0.1382, 0.4362, 0.5898, -0.6207, 0.7647, -0.0189, 0.6097, -0.3213, 1.7728, -0.6243, -0.5918, -0.957, -0.5084, -0.8426, -0.9758, 2.117, -0.7872, 8.4472, 0.9209, -0.8199, 7.276
##7: 0.2251,-0.612,-0.8049,-0.4482,0.722,0.312,0.7731,-0.6469,0.8109,-0.1293,6.7677,-0.5198,-0.8071,-1.5637,-0.5354,-2.4978,0.9082,-0.7313,-10.4689,-0.828,0.5291,-0.6508,-0.2575,0.3949,-0.6962,-0.0168
##8: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
##9: 1100
